id,language,source,question_type,answer_type,question,options,correct_option_index,correct_answer,explanation,section
7ffc1147-ff73-41a8-b071-ca4b6e052a04,hi,json,mcq,single_select,किस मध्य पूर्वी साम्राज्य ने सरकारी उपयोग के लिए अपनी भाषा बनाई,"['सफ़ाविद', 'मामलुक', 'ओट्टोमन', 'अलखनाते']",2,ओट्टोमन,"ओट्टोमन टर्किश साम्राज्य की आधिकारिक भाषा थी और जनता के बीच कम साक्षरता दर (19वीं शताब्दी की शुरुआत तक लगभग 2-3% और 19वीं शताब्दी के अंत में लगभग 15%), की वजह से आम लोगों को सरकार के साथ संवाद करने में सक्षम होने के लिए ""विशेष अनुरोध-लेखकों"" के रूप में लिखने वालों को किराए पर लेना पड़ा।",अनुभाग - 1
e9dd7476-b72c-4147-acd2-296c43e2d3e5,hi,json,mcq,single_select,व्हिग पार्टी द्वारा 19वीं शताब्दी के निम्नलिखित में से किस प्रसिद्ध अमेरिकी व्यक्ति को अमेरिका के राष्ट्रपति पद के लिए नामित नहीं किया गया था?,"['हेनरी क्ले', 'विनफील्ड स्कॉट', 'बेंजामिन हैरिसन', 'जॅचरी टेलर']",2,बेंजामिन हैरिसन,"रिपब्लिकन पार्टी में जाने से पहले राष्ट्रपति अब्राहम लिंकन, रदरफोर्ड बी हायेस, चेस्टर ए आर्थर और बेंजामिन हैरिसन थे, जहाँ से वे निर्वाचित हुए थे। बेंजामिन हैरिसन एक रिपब्लिकन पार्टी के उम्मीदवार थे।",अनुभाग - 1
e7d955ae-079c-46bd-8d8b-0a2f92c8d59f,hi,json,mcq,single_select,निम्नलिखित में से कौन सा कथन सही है?,"['कच्चातिवु और तीन बीघा फ्रांसीसी से भारतीय गणराज्य द्वारा अधिग्रहित क्षेत्र थे', 'कच्चातिवु और तीन बीघा भारत सरकार द्वारा क्रमशः श्रीलंकाई और बांग्लादेशी संप्रभुता को सौंपे गए क्षेत्र हैं', 'कच्चातिवु और तीन बीघा ऐसे क्षेत्र हैं जिन पर 1962 के चीन-भारतीय युद्ध में चीनियों ने कब्जा कर लिया था', 'कच्चातिवु और तीन बीघा ऐसे क्षेत्र हैं, जिन्हें क्रमशः श्रीलंका और पाकिस्तान के साथ पट्टा व्यवस्था द्वारा भारत को हस्तांतरित किया गया था']",1,कच्चातिवु और तीन बीघा भारत सरकार द्वारा क्रमशः श्रीलंकाई और बांग्लादेशी संप्रभुता को सौंपे गए क्षेत्र हैं,"कच्चातिवु भारत और श्रीलंका के बीच पाक जलडमरूमध्य में स्थित एक छोटा सा द्वीप है। इसे 1974 में भारत सरकार द्वारा श्रीलंकाई संप्रभुता को सौंप दिया गया था। तीन बीघा भारत के पश्चिम बंगाल के दार्जिलिंग जिले में स्थित भूमि की एक संकीर्ण पट्टी है, जो भारतीय मुख्य भूमि को कूचबिहार के बांग्लादेशी क्षेत्र से जोड़ती है।",अनुभाग - 1
5b562f7d-d5b7-4258-bf45-cca186512b70,hi,json,mcq,single_select,वेनेज़ुएला में निम्नलिखित बंदरगाह शहरों में से कौन सा एक तेल बंदरगाह के रूप में विकसित किया गया है?,"['काराकास', 'माराकाइबो', 'माराके', 'कारुपानो']",1,माराकाइबो,"माराकाइबो उत्तर-पश्चिमी वेनेज़ुएला में स्थित एक बंदरगाह शहर है और इसे एक तेल बंदरगाह के रूप में विकसित किया गया है। वेनेज़ुएला के पास दुनिया के सबसे बड़े तेल भंडारों में से एक है, और 20वीं सदी की शुरुआत से ही माराकाइबो देश के तेल उद्योग का एक प्रमुख केंद्र रहा है।",अनुभाग - 1
84bda1b7-6f2e-4c39-a2dc-90de0013cc34,hi,json,mcq,single_select,थुंबा में विक्रम साराभाई अंतरिक्ष केंद्र की स्थापना का सबसे महत्वपूर्ण कारण निम्नलिखित में से कौन सा है?,"['समुद्र पूर्व, पश्चिम और दक्षिण दिशाओं में जगह के पास है', 'यह भारत में एक शहर के पास एक जगह है, जो भौगोलिक भूमध्य रेखा के सबसे नजदीक है', 'यह भू-चुंबकीय भूमध्य रेखा पर स्थित है', 'थुंबा के निकट बाह्य अंतरिक्ष विचित्र वायुमंडलीय परिघटनाओं को प्रदर्शित करता है']",1,"यह भारत में एक शहर के पास एक जगह है, जो भौगोलिक भूमध्य रेखा के सबसे नजदीक है","यह भारत के एक शहर के निकट एक स्थान है, जो भौगोलिक भूमध्य रेखा के सबसे निकट है, थुम्बा में विक्रम साराभाई अंतरिक्ष केंद्र की स्थापना का सबसे महत्वपूर्ण कारण है।",अनुभाग - 1
9ec0e01a-9bee-4856-a0e2-f5435edf3208,hi,json,mcq,single_select,निम्नलिखित में से किस भूमध्य रेखा के साथ भारत ने नई सहस्राब्दी के सूर्योदय के पहले प्रकाश का अनुभव किया?,"[""2\\(^{\\circ}\\) 30' पश्चिम"", ""82\\(^{\\circ}\\) 30' पूर्व"", ""92\\(^{\\circ}\\) 30' पश्चिम"", ""92\\(^{\\circ}\\) 30' पूर्व""]",3,92\(^{\circ}\) 30' पूर्व,"नई सहस्राब्दी के सूर्योदय का पहला प्रकाश भूमध्य रेखा 92\(^{\circ}\) 30' पूर्व के साथ अनुभव किया गया था I भूमध्य रेखा 92\(^{\circ}\) 30' पूर्व भारत के पूर्वी भाग से होकर गुजरती है। यह असम, पश्चिम बंगाल, ओडिशा, आंध्र प्रदेश और तमिलनाडु राज्यों से होकर गुजरती है।",अनुभाग - 1
6b9a53b9-5c83-4a6b-92b5-3c3d43143c52,hi,json,mcq,single_select,"'रोअरिंग फोर्टीज' के बारे में निम्नलिखित कथनों पर विचार करें: I. वे उत्तरी और दक्षिणी गोलार्ध में निर्बाध रूप से उड़ते हैं। II. वे बड़ी ताकत और निरंतरता के साथ उड़ते हैं। III. दक्षिणी गोलार्द्ध में इनकी दिशा सामान्यतः उत्तर-पश्चिम से पूर्व की ओर होती है। IV. मेघाच्छादित आकाश, वर्षा और कच्चा मौसम सामान्यत: इनके साथ जुड़े होते हैं। इनमें से कौन से कथन सही हैं?","['I, II और III', 'II, III और IV', 'I, III और IV', 'I, II और IV']",1,"II, III और IV","दक्षिणी गोलार्द्ध में पछुआ हवाएं रोअरिंग फोर्टीज़ कहलाती हैं। यह \(40^{\circ}\) दक्षिण से \(50^{\circ}\) दक्षिण के बीच स्थित है। यह एक स्थायी हवा है। यह भूभाग पर धीमी है। 'रोअरिंग फोर्टीज़' के बारे में कथन यह है कि वे बड़ी ताकत और निरंतरता के साथ उड़ते हैं। इनकी दिशा सामान्यतः दक्षिणी गोलार्द्ध में उत्तर-पश्चिम से पूर्व की ओर होती है। मेघाच्छादित आकाश, वर्षा और कच्चा मौसम आम तौर पर उनके साथ जुड़ा हुआ है।",अनुभाग - 1
afeab4d5-5857-45dd-a0f7-c18d4d68cf6c,hi,json,mcq,single_select,मिस्रवासियों द्वारा निर्मित पिरामिडों के संबंध में निम्नलिखित में से कौन सा कथन सही है?,"['पिरामिड गोदामों के रूप में कार्य करते थे जहां अधिशेष भोजन संग्रहीत किया जाता था।', 'पिरामिड मंदिर थे जहाँ लोगों को आने और प्रार्थना करने की अनुमति थी।', 'पिरामिड चार आयताकार आकार के पत्थरों के मकबरे थे जो एक चूना पत्थर की छत से जुड़ते थे।', 'पिरामिड शाही मकबरे थे जिनमें चार त्रिकोण-आकार की भुजाएँ होती थीं जो शीर्ष पर एक बिंदु पर मिलती थीं।']",3,पिरामिड शाही मकबरे थे जिनमें चार त्रिकोण-आकार की भुजाएँ होती थीं जो शीर्ष पर एक बिंदु पर मिलती थीं।,"पिरामिड शाही मकबरे थे जिनमें चार त्रिभुज के आकार की भुजाएँ थीं जो शीर्ष पर एक बिंदु पर मिलती थीं। गिजेह में फिरौन खुफू के लिए सबसे बड़ा पिरामिड बनाया गया था जो कि 481 फीट ऊंचा है और चूना पत्थर के 23,00,000 ब्लॉक से बना है।",अनुभाग - 1
5db2fb2a-7250-4ea9-a80b-e0cae7ac89fd,hi,json,mcq,single_select,"पहली बार, प्राचीन भारत का इतिहास व्यवस्थित रूप से निम्नलिखित इतिहासकारों में से किसने तैयार किया था?","['कार्ल मार्क्स', 'विन्सेंट आर्थर स्मिथ', 'विलियम जोन्स', 'एफ.डब्ल्यू. हेगेल']",1,विन्सेंट आर्थर स्मिथ,"पहली बार, प्राचीन भारत का इतिहास व्यवस्थित रूप से विन्सेंट आर्थर स्मिथ ने तैयार किया था। विन्सेंट आर्थर स्मिथ (1843-1920), जो साम्राज्यवादी विचारधारा से संबंधित थे, बीसवीं शताब्दी के इतिहासकारों में सबसे प्रमुख थे। 1904 में प्रकाशित उनकी पुस्तक ""अर्ली हिस्ट्री ऑफ इंडिया"" प्राचीन भारत का पहला व्यवस्थित इतिहास है। वह एक आईसीएस अधिकारी थे जो भारत में ब्रिटिश सरकार की सेवा कर रहे थे।",अनुभाग - 1
e562df1f-2b2b-4293-bfdb-0da9e206e601,hi,json,mcq,single_select,"""विश्व के एकजुट मजदूर"" का नारा इससे जुड़ा था:","['फ्रांसीसी क्रांति', 'अमरीकी क्रांति', 'रूसी क्रांति', 'जापानी क्रांति']",2,रूसी क्रांति,"""विश्व के एकजुट मजदूर"" का नारा रूसी क्रांति (या सोवियत संघ) से जुड़ा था। 8 मार्च 1917 से 16 जून 1923 के बीच रूसी क्रांति हुई।",अनुभाग - 1
9906fada-8692-44fe-a2ad-971314b391a7,hi,json,mcq,single_select,महाद्वीपीय बहाव सिद्धांत के पक्ष में साक्ष्य के टुकड़े क्या हैं? उचित विकल्प का चयन करें। a. जिग-सॉ-फिट b. ट्रांस-करंट दोष c. विभिन्न क्षेत्रों में जीवाश्म d. मेंटल में संवहन,"['a और d', 'b और d', 'a और c', 'a और b']",2,a और c,"महाद्वीपीय बहाव एक सिद्धांत था जिसने समझाया कि कैसे महाद्वीप पृथ्वी की सतह पर स्थिति बदलते हैं। 1912 में एक भूभौतिकीविद्, और मौसम विज्ञानी, अल्फ्रेड वेगेनर द्वारा निर्धारित, महाद्वीपीय बहाव ने यह भी समझाया कि विभिन्न महाद्वीपों पर एक जैसे दिखने वाले जानवर और पौधों के जीवाश्म और समान रॉक संरचनाएं क्यों पाई जाती हैं। महाद्वीपीय बहाव सिद्धांत का समर्थन करने वाले साक्ष्य: महाद्वीपों का मिलान (जिग-सॉ-फिट) महासागरों में समान आयु की चट्टानें टिलाइट प्लेसर जमा जीवाश्मों का वितरण",अनुभाग - 1
181ea66b-14ef-4de9-93ff-a7517f925b47,hi,json,mcq,single_select,युवा इटली आंदोलन का नेतृत्व दो क्रांतिकारियों ने किया था। एक गैरीबाल्डी और दूसरा प्रमुख क्रांतिकारी था:,"['नेपोलियन बोनापार्ट', 'ग्यूसेप माज़िनी', 'मचिवेल्ली', 'विक्टर']",1,ग्यूसेप माज़िनी,"दो क्रांतिकारियों ने युवा इटली आन्दोलन का नेतृत्व किया, एक गैरीबाल्डी और दूसरा प्रमुख क्रांतिकारी ग्यूसेप माज़िनी था। जिनेवा में सामाजिक और राजनीतिक सुधारों के माध्यम से माजिनी से मिलने के बाद, ग्यूसेप गैरीबाल्डी (1807-1882) 1833 के आसपास आंदोलन में शामिल हो गए। ग्यूसेप माज़िनी इटली के एकीकरण के लिए एक इतालवी राजनीतिज्ञ, पत्रकार, कार्यकर्ता थे। यह 1831 में ग्यूसेप माज़िनी द्वारा स्थापित एक राजनीतिक आंदोलन था। आंदोलन का लक्ष्य इतालवी प्रतिक्रियावादी राज्यों में और ऑस्ट्रियाई साम्राज्य द्वारा कब्जा की गई भूमि में एक सामान्य विद्रोह को बढ़ावा देने के माध्यम से एकजुट इतालवी गणराज्य बनाना था। आंदोलन के उद्देश्य को परिभाषित करने वाला नारा ""संघ, शक्ति और स्वतंत्रता"" था।",अनुभाग - 1
637135ff-d7aa-4ed4-ac05-9d7a1c23012a,hi,json,mcq,single_select,निम्नलिखित में से कौन सा/से कथन सही है/हैं? सन 1948 में बर्मा को संयुक्त राष्ट्र में शामिल किया गया और उसके तत्काल बाद शीत युद्ध में बर्मा ने USA का समर्थन किया सन 1948 में बर्मा संयुक्त राष्ट्र से जुड़ गया पर उसने कोरियाई युद्ध में चीन को आक्रामक के रूप में दोषारोपित करने से इंकार कर दिया नीचे दिये गये कूट का प्रयोग कर सही उत्तर चुनिए:,"['केवल 1', 'केवल 2', '1 और 2 दोनों', 'न तो 1, न ही 2']",1,केवल 2,"अप्रैल 1948 में बर्मा संयुक्त राष्ट्र में शामिल हो गया। यू नू के समय में, बर्मा ने शीत युद्ध में तटस्थता की घोषणा की। इसलिए, कथन 1 गलत है। भारत के साथ बर्मा, केवल दो देश थे जिन्होंने कोरियाई युद्ध में चीन को आक्रामक के रूप में मान्यता देने के लिए मतदान करने से इनकार कर दिया था। इसलिए, कथन 2 सही है। हालांकि, कोरियाई युद्ध छिड़ गया, लेकिन बर्मा ने संयुक्त राष्ट्र सुरक्षा परिषद के प्रस्ताव को लागू कर दिया, जिसमें उत्तर कोरिया को आक्रामक कहा गया था।",अनुभाग - 1
31982922-ce28-4aad-98af-121ca8b5b185,hi,json,mcq,single_select,"लॉर्ड पेथिक-लॉरेंस, सर स्टैफोर्ड क्रिप्स, ए.वी. अलेक्जेंडर निम्नलिखित में से किससे संबंधित हैं?","['वेवेल योजना', 'माउंट बीटन योजना', 'कैबिनेट मिशन योजना', 'क्रिप्स मिशन']",2,कैबिनेट मिशन योजना,"कैबिनेट मिशन योजना 1946 में स्थापित की गई थी। कैबिनेट मिशन: 1946 में, लॉर्ड एटली ने भारत में एक कैबिनेट मिशन भेजा जिसमें तीन कैबिनेट मंत्री शामिल थे, अर्थात् लॉर्ड पेथिक-लॉरेंस, भारत के राज्य सचिव, ए.वी अलेक्जेंडर, एडमिरल्टी के पहले लॉर्ड, सर स्टैफोर्ड क्रिप्स, व्यापार बोर्ड के अध्यक्ष।",अनुभाग - 1
b4f1fd58-c502-4e2b-818d-9bdef4d80054,hi,json,mcq,single_select,किसने कहा है कि इतिहास वर्ग संघर्षों की कहानी है?,"['ऑगस्ट काम्टे', 'हर्वर्ट स्पेन्सर', 'आरनोल्ड टॉयनवी', 'कार्ल मार्क्स']",3,कार्ल मार्क्स,"जर्मन दार्शनिक और अर्थशास्त्री कार्ल मार्क्स ने प्रसिद्ध रूप से कहा है कि "" इतिहास वर्ग संघर्षों की कहानी है ।"" उनका मानना था कि लोगों के विभिन्न वर्गों के बीच सामाजिक और आर्थिक संघर्ष ऐतिहासिक परिवर्तन और समाज के विकास के पीछे प्रेरक शक्ति थे।",अनुभाग - 1
c65b6cb4-5d8d-4652-95af-9d6bcd13afde,hi,json,mcq,single_select,"कार्ल मार्क्स के अनुसार, इतिहास कीर्तिमान है:","['सभी लोगों को अधिक राजनीतिक स्वतंत्रता प्रदान करना', 'समाज में वर्गों के बीच संघर्ष', 'राष्ट्रों के बीच युद्ध और संघर्ष', 'औद्योगिकीकरण से बढ़ती समृद्धि']",1,समाज में वर्गों के बीच संघर्ष,"कार्ल मार्क्स के अनुसार, इतिहास समाज में वर्गों के बीच संघर्ष का कीर्तिमान है। मार्क्सवाद में, दो मुख्य वर्ग हैं - पूंजीपति वर्ग और सर्वहारा वर्ग। पूंजीपति वर्ग पूंजी और उत्पादन के साधनों को नियंत्रित करता है। सर्वहारा वर्ग श्रम प्रदान करता है। इन दोनों वर्गों के बीच के संघर्ष को कार्ल मार्क्स और फ्रेडरिक एंगेल्स के वर्ग संघर्ष के रूप में जाना जाता है। यह संघर्ष इसलिए होता है क्योंकि उनके भुगतान में श्रमिकों का कोई हाथ नहीं है। कार्ल मार्क्स का मानना था कि श्रमिकों को शामिल किया जाना चाहिए क्योंकि वे काम करते हैं और चीजें बनाते हैं।",अनुभाग - 1
148e3250-7897-49c5-b45c-65eb5fd589c7,hi,json,mcq,single_select,18 वी शताब्दी में कार्बोनेट वाले पेय पदार्थों का पहली बार वाणिज्यीकरण निम्न में से किसके द्वारा किया गया था?,"['जोसफ प्रिस्टले', 'जीन-पियरे सावेज', 'विलियम बारिबल', 'जेकब स्चवेप्पे']",3,जेकब स्चवेप्पे,"कृत्रिम कार्बोनेशन की प्रक्रिया को सर्वप्रथम जोसफ प्रिस्टले ने खोजा था। जबकि 18 वीं शताब्दी में कार्बोनेट वाले पेय पदार्थों का पहली बार वाणिज्यीकरण जेकब स्चवेप्पे द्वारा किया गया था। जेकब स्चवेप्पे (16 मार्च, 1740 - 18 नवंबर, 1821) का जन्म हेसन-कैसल के लैंडग्रेवेट में विट्ज़ेनहौसेन में हुआ था। उन्होंने घड़ी और जौहरी के रूप में जीवन यापन किया। 1767 के आसपास वह एक सफल जौहरी था। बाद में उन्होंने कार्बन डाइऑक्साइड गैस का उत्पादन करने के लिए चूना पत्थर पर सल्फ्यूरिक एसिड टपकाने की प्रीस्टली की विधि के बारे में सीखा। 1783 में, जेकब स्चवेप्पे ने कार्बोनेटेड पानी के निर्माण की प्रक्रिया में सुधार और पेटेंट कराया। जब कार्बोनेटेड पानी की बिक्री उनके आभूषण व्यवसाय से आगे निकल गई तो स्चवेप्पे की पेय कंपनी का जन्म हुआ।",अनुभाग - 1
